ファイル	file-001	新規作成	cmd,n	0
ファイル	file-002	開く...	cmd,o	0
ファイル	file-003	Bridge で参照...	alt,cmd,o	0
ファイル	file-004	閉じる	cmd,w	0
ファイル	file-005	保存	cmd,s	0
ファイル	file-006	別名で保存...	shift,cmd,s	0
ファイル	file-007	読み込み...	cmd,r	0
ファイル	file-008	書き出し...	shift,cmd,r	0
ファイル	file-009	画像プレビュー...	shift,cmd,x	0
ファイル	file-010	ファイル情報...	ctrl,shift,cmd,f	0
ファイル	file-011	ファイル情報... > ブラウザーでプレビュー	alt,f12	0
ファイル	file-012	ファイル情報... > セカンダリブラウザーでプレビュー	cmd,f12	0
ファイル	file-013	ファイル情報... > すべてのページをプライマリブラウザーでプレビュー	shift,cmd,f12	0
ファイル	file-014	プリント...	cmd,p	0
編集	edit-001	取り消し	cmd,z	0
編集	edit-002	やり直し	cmd,y,or,shift,cmd,z	0
編集	edit-003	挿入 > 新規ボタン...	shift,cmd,f8	0
編集	edit-004	挿入 > 新規シンボル...	cmd,f8	0
編集	edit-005	挿入 > ホットスポット	shift,cmd,u	0
編集	edit-006	挿入 > 長方形スライス	shift,alt,u	0
編集	edit-007	挿入 > 多角形スライス	shift,alt,p	0
編集	edit-008	検索と置換...	cmd,f	0
編集	edit-009	カット	cmd,x	0
編集	edit-010	コピー	cmd,c	0
編集	edit-011	HTML コードをコピー...	alt,cmd,c	0
編集	edit-012	ペースト	cmd,v	0
編集	edit-013	内部にペースト	shift,cmd,v	0
編集	edit-014	属性をペースト	shift,alt,cmd,v	0
編集	edit-015	複製	cmd,d	0
編集	edit-016	クローン	shift,cmd,d	0
表示	view-001	ズームイン	cmd,equalTen,or,cmd,plus,or,shift,cmd,equalTen	0
表示	view-002	ズームアウト	cmd,hyphen	0
表示	view-003	表示倍率 > 50%	cmd,num5	0
表示	view-004	表示倍率 > 100%	cmd,num1	0
表示	view-005	表示倍率 > 200%	cmd,num2	0
表示	view-006	表示倍率 > 300%	cmd,num3	0
表示	view-007	表示倍率 > 400%	cmd,num4	0
表示	view-008	表示倍率 > 800%	cmd,num8	0
表示	view-009	表示倍率 > 1600%	cmd,num6	0
表示	view-010	選択範囲に合わせる	alt,cmd,num0	0
表示	view-011	ドキュメント全体に合わせる	cmd,num0	0
表示	view-012	選択オブジェクトを隠す	cmd,l	0
表示	view-013	すべてを表示	shift,cmd,l	0
表示	view-014	ツールヒント	cmd,bra2	0
表示	view-015	定規	alt,cmd,r	0
表示	view-016	グリッド > グリッドを表示	alt,cmd,g	0
表示	view-017	グリッド > グリッドにスナップ	shift,alt,cmd,g	0
表示	view-018	ガイド > ガイドを表示	cmd,semicolon	0
表示	view-019	ガイド > ガイドをロック	alt,cmd,semicolon	0
表示	view-020	ガイド > ガイドにスナップ	shift,cmd,semicolon	0
表示	view-021	スマートガイド > スマートガイドを表示	cmd,backslash	0
表示	view-022	スマートガイド > スマートガイドにスナップ	shift,cmd,backslash	0
表示	view-023	スライスガイド	shift,alt,cmd,semicolon	0
表示	view-024	エッジ	alt,f9	0
選択	select-001	すべて選択	cmd,a	0
選択	select-002	選択を解除	shift,cmd,a	0
選択	select-003	グループ選択	cmd,curRight	0
選択	select-004	ダイレクト選択	cmd,curLeft	0
選択	select-005	選択範囲を反転	shift,cmd,i	0
変更	change-001	カンバス > カンバスを切り抜き	alt,cmd,t	0
変更	change-002	カンバス > カンバスを合わせる	alt,cmd,f	0
変更	change-003	アニメーション > 選択範囲をアニメーション化...	shift,alt,f8	0
変更	change-004	シンボル > シンボルに変換...	f8	0
変更	change-005	シンボル > インスタンスのトゥイーン...	shift,alt,cmd,t	0
変更	change-006	選択範囲をロック	alt,cmd,l	0
変更	change-007	選択範囲を統合	shift,alt,cmd,z	0
変更	change-008	下のレイヤーと結合	cmd,e	0
変更	change-009	変形 > 自由変形	cmd,t	0
変更	change-010	変形 > 数値を入力して変形...	shift,cmd,t	0
変更	change-011	変形 > 時計回りに 90°回転	shift,cmd,num9	0
変更	change-012	変形 > 反時計回りに 90°回転	shift,cmd,num7	0
変更	change-013	重ね順 > 最前面へ	shift,cmd,curUp	0
変更	change-014	重ね順 > 前面へ	cmd,curUp	0
変更	change-015	重ね順 > 背面へ	cmd,curDown	0
変更	change-016	重ね順 > 最背面へ	shift,cmd,curDown	0
変更	change-017	整列 > 左揃え	alt,cmd,num1	0
変更	change-018	整列 > 縦方向中央揃え	alt,cmd,num2	0
変更	change-019	整列 > 右揃え	alt,cmd,num3	0
変更	change-020	整列 > 上揃え	alt,cmd,num4	0
変更	change-021	整列 > 横方向中央揃え	alt,cmd,num5	0
変更	change-022	整列 > 下揃え	alt,cmd,num6	0
変更	change-023	整列 > 水平方向中央に分布	alt,cmd,num7	0
変更	change-024	整列 > 垂直方向中央に分布	alt,cmd,num9	0
変更	change-025	パスを結合 > パスの結合	cmd,j	0
